key,Current_status,Created,historyid,Status_Date,Step_Status,Tostep_Status,Issue_type
RTICSD-414,Developers Analysis,2020-07-03T12:33:55.638-0300,3721958,2020-07-03T13:50:44.231-0300,Backlog,In Progress,Change Type of Integration - Integration CPG
RTICSD-414,Developers Analysis,2020-07-03T12:33:55.638-0300,3728953,2020-07-03T23:29:39.920-0300,In Progress,Waiting for response,Change Type of Integration - Integration CPG
RTICSD-414,Developers Analysis,2020-07-03T12:33:55.638-0300,3730199,2020-07-05T13:42:51.218-0300,Waiting for response,QA,Change Type of Integration - Integration CPG
RTICSD-414,Developers Analysis,2020-07-03T12:33:55.638-0300,3730200,2020-07-05T13:43:10.761-0300,QA,Developers Analysis,Change Type of Integration - Integration CPG
RTICSD-413,Waiting for response,2020-07-03T10:39:10.078-0300,3724308,2020-07-03T16:22:59.887-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-413,Waiting for response,2020-07-03T10:39:10.078-0300,3725920,2020-07-03T17:59:03.560-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-412,Concluído,2020-07-02T21:08:02.124-0300,3724063,2020-07-03T16:00:16.602-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-412,Concluído,2020-07-02T21:08:02.124-0300,3726716,2020-07-03T18:54:11.997-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-411,Concluído,2020-07-02T21:06:03.839-0300,3728225,2020-07-03T21:04:47.260-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-411,Concluído,2020-07-02T21:06:03.839-0300,3728228,2020-07-03T21:04:59.987-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-410,Concluído,2020-07-02T21:04:52.184-0300,3725504,2020-07-03T17:30:22.711-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-410,Concluído,2020-07-02T21:04:52.184-0300,3726754,2020-07-03T18:56:01.691-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-409,Concluído,2020-07-02T21:03:10.557-0300,3725228,2020-07-03T17:14:42.032-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-409,Concluído,2020-07-02T21:03:10.557-0300,3728437,2020-07-03T21:29:15.097-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-408,Concluído,2020-07-02T21:01:26.887-0300,3728884,2020-07-03T22:52:06.342-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-408,Concluído,2020-07-02T21:01:26.887-0300,3728885,2020-07-03T22:52:16.914-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-407,Concluído,2020-07-02T21:00:09.700-0300,3726756,2020-07-03T18:56:09.190-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-407,Concluído,2020-07-02T21:00:09.700-0300,3726926,2020-07-03T19:03:59.694-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-406,Concluído,2020-07-02T20:45:54.737-0300,3727497,2020-07-03T19:54:08.443-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-406,Concluído,2020-07-02T20:45:54.737-0300,3727498,2020-07-03T19:54:12.456-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-406,Concluído,2020-07-02T20:45:54.737-0300,3727506,2020-07-03T19:54:48.355-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-404,Concluído,2020-07-02T19:58:54.500-0300,3719823,2020-07-03T11:42:03.687-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-404,Concluído,2020-07-02T19:58:54.500-0300,3719890,2020-07-03T11:45:32.403-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-403,Concluído,2020-07-02T18:57:34.027-0300,3725932,2020-07-03T18:00:15.148-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-403,Concluído,2020-07-02T18:57:34.027-0300,3725945,2020-07-03T18:01:49.335-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-402,Concluído,2020-07-02T18:10:27.947-0300,3718788,2020-07-03T10:22:29.444-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-402,Concluído,2020-07-02T18:10:27.947-0300,3719250,2020-07-03T10:57:17.412-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-400,Waiting for response,2020-07-02T18:02:52.940-0300,3722690,2020-07-03T14:29:34.812-0300,Backlog,In Progress,Change Type of Integration - Integration CPG
RTICSD-400,Waiting for response,2020-07-02T18:02:52.940-0300,3722872,2020-07-03T14:40:33.303-0300,In Progress,Waiting for response,Change Type of Integration - Integration CPG
RTICSD-399,Concluído,2020-07-02T17:49:55.377-0300,3714402,2020-07-02T18:28:25.864-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-399,Concluído,2020-07-02T17:49:55.377-0300,3715347,2020-07-02T19:38:43.478-0300,In Progress,Developers Analysis,Add New Stores to Integrations CPG
RTICSD-399,Concluído,2020-07-02T17:49:55.377-0300,3720001,2020-07-03T11:56:14.012-0300,Developers Analysis,QA,Add New Stores to Integrations CPG
RTICSD-399,Concluído,2020-07-02T17:49:55.377-0300,3730193,2020-07-05T13:14:31.417-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-398,Concluído,2020-07-02T16:02:07.960-0300,3721842,2020-07-03T13:43:48.197-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-398,Concluído,2020-07-02T16:02:07.960-0300,3722431,2020-07-03T14:16:25.937-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-397,Concluído,2020-07-02T14:46:49.326-0300,3716748,2020-07-02T21:34:41.900-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-397,Concluído,2020-07-02T14:46:49.326-0300,3721306,2020-07-03T13:13:02.874-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-396,Concluído,2020-07-02T14:29:59.645-0300,3722746,2020-07-03T14:34:39.385-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-396,Concluído,2020-07-02T14:29:59.645-0300,3722748,2020-07-03T14:34:43.079-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-395,Concluído,2020-07-02T14:07:38.894-0300,3715513,2020-07-02T19:53:18.636-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-395,Concluído,2020-07-02T14:07:38.894-0300,3715783,2020-07-02T20:08:39.213-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-394,Concluído,2020-07-02T13:06:27.947-0300,3709000,2020-07-02T13:37:24.883-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-394,Concluído,2020-07-02T13:06:27.947-0300,3709114,2020-07-02T13:44:03.726-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-394,Concluído,2020-07-02T13:06:27.947-0300,3710118,2020-07-02T14:32:00.028-0300,QA,Waiting for response,Add New Stores to Integrations CPG
RTICSD-394,Concluído,2020-07-02T13:06:27.947-0300,3728692,2020-07-03T22:16:35.491-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-394,Concluído,2020-07-02T13:06:27.947-0300,3728693,2020-07-03T22:16:37.550-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-393,Waiting for response,2020-07-02T11:42:56.757-0300,3707324,2020-07-02T12:09:44.374-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-393,Waiting for response,2020-07-02T11:42:56.757-0300,3708722,2020-07-02T13:20:57.334-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-392,Concluído,2020-07-01T22:34:54.270-0300,3705383,2020-07-02T09:16:16.937-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-392,Concluído,2020-07-01T22:34:54.270-0300,3705599,2020-07-02T10:10:11.560-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-391,Concluído,2020-07-01T21:56:52.427-0300,3707622,2020-07-02T12:23:11.615-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-391,Concluído,2020-07-01T21:56:52.427-0300,3707645,2020-07-02T12:24:08.580-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-390,Concluído,2020-07-01T20:22:43.337-0300,3703816,2020-07-01T20:57:55.930-0300,Backlog,In Progress,Change/Add a new type of Load - Integration CPG
RTICSD-390,Concluído,2020-07-01T20:22:43.337-0300,3704218,2020-07-01T21:57:16.902-0300,In Progress,Done,Change/Add a new type of Load - Integration CPG
RTICSD-389,Concluído,2020-07-01T19:28:19.486-0300,3706475,2020-07-02T11:21:37.867-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-389,Concluído,2020-07-01T19:28:19.486-0300,3707271,2020-07-02T12:06:02.895-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-388,Concluído,2020-07-01T19:02:55.377-0300,3701599,2020-07-01T19:15:23.608-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-388,Concluído,2020-07-01T19:02:55.377-0300,3701708,2020-07-01T19:23:17.078-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-388,Concluído,2020-07-01T19:02:55.377-0300,3701709,2020-07-01T19:23:19.823-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-387,Concluído,2020-07-01T18:57:18.436-0300,3703933,2020-07-01T21:11:33.627-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-387,Concluído,2020-07-01T18:57:18.436-0300,3703936,2020-07-01T21:11:45.357-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-386,Concluído,2020-07-01T18:56:03.708-0300,3705771,2020-07-02T10:28:10.928-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-386,Concluído,2020-07-01T18:56:03.708-0300,3706277,2020-07-02T11:08:38.051-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-385,Concluído,2020-07-01T18:32:51.869-0300,3707585,2020-07-02T12:21:17.911-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-385,Concluído,2020-07-01T18:32:51.869-0300,3707599,2020-07-02T12:21:50.160-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-384,QA,2020-07-01T17:42:44.258-0300,3700421,2020-07-01T18:00:07.477-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-384,QA,2020-07-01T17:42:44.258-0300,3709556,2020-07-02T14:08:48.886-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-384,QA,2020-07-01T17:42:44.258-0300,3712328,2020-07-02T16:26:51.227-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-383,Concluído,2020-07-01T17:11:27.876-0300,3701542,2020-07-01T19:11:33.154-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-383,Concluído,2020-07-01T17:11:27.876-0300,3701872,2020-07-01T19:31:01.102-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-383,Concluído,2020-07-01T17:11:27.876-0300,3722987,2020-07-03T14:45:24.997-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-383,Concluído,2020-07-01T17:11:27.876-0300,3722988,2020-07-03T14:45:27.423-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-382,Concluído,2020-07-01T16:39:37.021-0300,3712989,2020-07-02T17:06:06.456-0300,Backlog,In Progress,Ask a question
RTICSD-382,Concluído,2020-07-01T16:39:37.021-0300,3712996,2020-07-02T17:06:18.177-0300,In Progress,Done,Ask a question
RTICSD-381,Concluído,2020-07-01T15:45:58.477-0300,3719943,2020-07-03T11:51:00.723-0300,Backlog,In Progress,Add New Store Type for Integration - Integration CPG
RTICSD-381,Concluído,2020-07-01T15:45:58.477-0300,3721289,2020-07-03T13:12:42.059-0300,In Progress,Waiting for response,Add New Store Type for Integration - Integration CPG
RTICSD-381,Concluído,2020-07-01T15:45:58.477-0300,3724028,2020-07-03T15:57:41.697-0300,Waiting for response,QA,Add New Store Type for Integration - Integration CPG
RTICSD-381,Concluído,2020-07-01T15:45:58.477-0300,3724030,2020-07-03T15:57:45.661-0300,QA,Done,Add New Store Type for Integration - Integration CPG
RTICSD-380,Concluído,2020-07-01T15:06:05.951-0300,3701160,2020-07-01T18:38:06.525-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-380,Concluído,2020-07-01T15:06:05.951-0300,3701473,2020-07-01T19:06:07.636-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-380,Concluído,2020-07-01T15:06:05.951-0300,3705932,2020-07-02T10:41:40.811-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-380,Concluído,2020-07-01T15:06:05.951-0300,3712582,2020-07-02T16:42:14.277-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-379,Concluído,2020-07-01T14:42:03.027-0300,3698164,2020-07-01T15:38:53.543-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-379,Concluído,2020-07-01T14:42:03.027-0300,3698165,2020-07-01T15:38:57.114-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-378,Concluído,2020-07-01T12:03:40.294-0300,3697966,2020-07-01T15:27:23.395-0300,Backlog,In Progress,Change/Add Complex Integration
RTICSD-378,Concluído,2020-07-01T12:03:40.294-0300,3698076,2020-07-01T15:33:33.279-0300,In Progress,Waiting for response,Change/Add Complex Integration
RTICSD-378,Concluído,2020-07-01T12:03:40.294-0300,3719574,2020-07-03T11:24:23.937-0300,Waiting for response,QA,Change/Add Complex Integration
RTICSD-378,Concluído,2020-07-01T12:03:40.294-0300,3719576,2020-07-03T11:24:26.316-0300,QA,Done,Change/Add Complex Integration
RTICSD-377,Concluído,2020-07-01T09:45:30.266-0300,3692139,2020-07-01T09:52:51.392-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-377,Concluído,2020-07-01T09:45:30.266-0300,3692255,2020-07-01T10:08:17.093-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-377,Concluído,2020-07-01T09:45:30.266-0300,3710795,2020-07-02T15:08:07.487-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-377,Concluído,2020-07-01T09:45:30.266-0300,3710796,2020-07-02T15:08:10.399-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-376,Concluído,2020-06-30T20:52:33.746-0300,3697323,2020-07-01T14:35:06.712-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-376,Concluído,2020-06-30T20:52:33.746-0300,3698432,2020-07-01T15:57:51.314-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-376,Concluído,2020-06-30T20:52:33.746-0300,3701848,2020-07-01T19:29:55.572-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-376,Concluído,2020-06-30T20:52:33.746-0300,3701980,2020-07-01T19:34:51.673-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-375,Developers Analysis,2020-06-30T19:03:53.679-0300,3690321,2020-06-30T22:14:55.849-0300,Backlog,In Progress,Change/Add Complex Integration
RTICSD-375,Developers Analysis,2020-06-30T19:03:53.679-0300,3690517,2020-06-30T22:34:19.423-0300,In Progress,Waiting for response,Change/Add Complex Integration
RTICSD-375,Developers Analysis,2020-06-30T19:03:53.679-0300,3704278,2020-07-01T22:06:07.147-0300,Waiting for response,QA,Change/Add Complex Integration
RTICSD-375,Developers Analysis,2020-06-30T19:03:53.679-0300,3704333,2020-07-01T22:12:09.325-0300,QA,Developers Analysis,Change/Add Complex Integration
RTICSD-375,Developers Analysis,2020-06-30T19:03:53.679-0300,3709244,2020-07-02T13:52:07.563-0300,Developers Analysis,Waiting for response,Change/Add Complex Integration
RTICSD-375,Developers Analysis,2020-06-30T19:03:53.679-0300,3723003,2020-07-03T14:47:23.799-0300,Waiting for response,Developers Analysis,Change/Add Complex Integration
RTICSD-374,Concluído,2020-06-30T18:11:19.455-0300,3687096,2020-06-30T18:41:11.688-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-374,Concluído,2020-06-30T18:11:19.455-0300,3687099,2020-06-30T18:41:14.517-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-374,Concluído,2020-06-30T18:11:19.455-0300,3696118,2020-07-01T13:35:56.456-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-374,Concluído,2020-06-30T18:11:19.455-0300,3696123,2020-07-01T13:36:02.481-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-373,Concluído,2020-06-30T18:08:55.369-0300,3696446,2020-07-01T13:52:46.731-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-373,Concluído,2020-06-30T18:08:55.369-0300,3697091,2020-07-01T14:20:42.546-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-373,Concluído,2020-06-30T18:08:55.369-0300,3697241,2020-07-01T14:29:19.125-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-373,Concluído,2020-06-30T18:08:55.369-0300,3697242,2020-07-01T14:29:21.847-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-372,Concluído,2020-06-30T17:42:06.759-0300,3685851,2020-06-30T17:49:15.217-0300,Backlog,In Progress,Ask a question
RTICSD-372,Concluído,2020-06-30T17:42:06.759-0300,3685871,2020-06-30T17:50:29.649-0300,In Progress,Done,Ask a question
RTICSD-371,Concluído,2020-06-30T17:24:21.652-0300,3685918,2020-06-30T17:52:53.911-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-371,Concluído,2020-06-30T17:24:21.652-0300,3689115,2020-06-30T20:25:04.750-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-371,Concluído,2020-06-30T17:24:21.652-0300,3693062,2020-07-01T11:15:21.353-0300,Waiting for response,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-371,Concluído,2020-06-30T17:24:21.652-0300,3699447,2020-07-01T17:06:32.219-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-371,Concluído,2020-06-30T17:24:21.652-0300,3721065,2020-07-03T12:59:09.201-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-370,Concluído,2020-06-30T15:30:10.237-0300,3684647,2020-06-30T16:54:25.185-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-370,Concluído,2020-06-30T15:30:10.237-0300,3684648,2020-06-30T16:54:30.866-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-369,Concluído,2020-06-30T14:55:55.077-0300,3682548,2020-06-30T15:01:08.408-0300,Backlog,In Progress,Change Scheduling of Integration  CPG
RTICSD-369,Concluído,2020-06-30T14:55:55.077-0300,3685995,2020-06-30T17:57:17.928-0300,In Progress,QA,Change Scheduling of Integration  CPG
RTICSD-369,Concluído,2020-06-30T14:55:55.077-0300,3686023,2020-06-30T17:58:13.234-0300,QA,Done,Change Scheduling of Integration  CPG
RTICSD-368,Concluído,2020-06-30T14:37:03.625-0300,3698583,2020-07-01T16:08:54.453-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-368,Concluído,2020-06-30T14:37:03.625-0300,3699136,2020-07-01T16:46:51.010-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-368,Concluído,2020-06-30T14:37:03.625-0300,3703232,2020-07-01T20:09:26.149-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-368,Concluído,2020-06-30T14:37:03.625-0300,3708111,2020-07-02T12:45:04.611-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-367,Concluído,2020-06-30T12:53:26.296-0300,3680027,2020-06-30T13:29:47.067-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-367,Concluído,2020-06-30T12:53:26.296-0300,3686231,2020-06-30T18:09:04.597-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-366,Concluído,2020-06-30T12:32:14.080-0300,3680908,2020-06-30T13:56:48.142-0300,Backlog,In Progress,Ask a question
RTICSD-366,Concluído,2020-06-30T12:32:14.080-0300,3680913,2020-06-30T13:56:55.787-0300,In Progress,Waiting for response,Ask a question
RTICSD-366,Concluído,2020-06-30T12:32:14.080-0300,3696986,2020-07-01T14:17:45.999-0300,Waiting for response,QA,Ask a question
RTICSD-366,Concluído,2020-06-30T12:32:14.080-0300,3696990,2020-07-01T14:17:48.190-0300,QA,Done,Ask a question
RTICSD-365,Concluído,2020-06-30T12:23:10.255-0300,3680303,2020-06-30T13:38:48.774-0300,Backlog,In Progress,Ask a question
RTICSD-365,Concluído,2020-06-30T12:23:10.255-0300,3681155,2020-06-30T14:05:20.175-0300,In Progress,Done,Ask a question
RTICSD-364,Concluído,2020-06-30T12:12:06.622-0300,3679957,2020-06-30T13:26:56.062-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-364,Concluído,2020-06-30T12:12:06.622-0300,3680860,2020-06-30T13:55:42.816-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-364,Concluído,2020-06-30T12:12:06.622-0300,3707844,2020-07-02T12:34:07.857-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-364,Concluído,2020-06-30T12:12:06.622-0300,3707849,2020-07-02T12:34:14.575-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-363,Concluído,2020-06-30T12:00:26.475-0300,3678828,2020-06-30T12:36:47.356-0300,Backlog,In Progress,Change Scheduling of Integration  CPG
RTICSD-363,Concluído,2020-06-30T12:00:26.475-0300,3678830,2020-06-30T12:36:51.129-0300,In Progress,Developers Analysis,Change Scheduling of Integration  CPG
RTICSD-363,Concluído,2020-06-30T12:00:26.475-0300,3707838,2020-07-02T12:33:51.933-0300,Developers Analysis,QA,Change Scheduling of Integration  CPG
RTICSD-363,Concluído,2020-06-30T12:00:26.475-0300,3707843,2020-07-02T12:34:03.674-0300,QA,Done,Change Scheduling of Integration  CPG
RTICSD-362,Concluído,2020-06-30T11:50:51.715-0300,3678401,2020-06-30T12:19:06.061-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-362,Concluído,2020-06-30T11:50:51.715-0300,3678404,2020-06-30T12:19:09.480-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-362,Concluído,2020-06-30T11:50:51.715-0300,3696117,2020-07-01T13:35:46.221-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-361,Concluído,2020-06-30T11:15:43.449-0300,3682356,2020-06-30T14:48:36.994-0300,Backlog,In Progress,Ask a question
RTICSD-361,Concluído,2020-06-30T11:15:43.449-0300,3682357,2020-06-30T14:48:40.114-0300,In Progress,Done,Ask a question
RTICSD-360,Concluído,2020-06-29T18:59:03.247-0300,3673597,2020-06-29T19:39:26.978-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-360,Concluído,2020-06-29T18:59:03.247-0300,3673854,2020-06-29T20:10:13.949-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-360,Concluído,2020-06-29T18:59:03.247-0300,3673867,2020-06-29T20:14:51.903-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-359,Concluído,2020-06-29T18:51:26.848-0300,3678941,2020-06-30T12:41:15.256-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-359,Concluído,2020-06-29T18:51:26.848-0300,3683163,2020-06-30T15:44:28.760-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-359,Concluído,2020-06-29T18:51:26.848-0300,3693640,2020-07-01T11:39:18.653-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-359,Concluído,2020-06-29T18:51:26.848-0300,3696399,2020-07-01T13:50:41.446-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-359,Concluído,2020-06-29T18:51:26.848-0300,3708168,2020-07-02T12:48:32.121-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-358,Concluído,2020-06-29T18:07:01.985-0300,3672850,2020-06-29T18:32:45.917-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-358,Concluído,2020-06-29T18:07:01.985-0300,3678878,2020-06-30T12:38:27.650-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-358,Concluído,2020-06-29T18:07:01.985-0300,3721014,2020-07-03T12:56:18.361-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-358,Concluído,2020-06-29T18:07:01.985-0300,3721016,2020-07-03T12:56:20.989-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-357,Concluído,2020-06-29T17:50:32.971-0300,3677244,2020-06-30T11:20:33.025-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-357,Concluído,2020-06-29T17:50:32.971-0300,3677306,2020-06-30T11:23:30.804-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-356,Concluído,2020-06-29T15:49:28.220-0300,3671109,2020-06-29T15:49:58.726-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-356,Concluído,2020-06-29T15:49:28.220-0300,3671893,2020-06-29T17:00:46.723-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-356,Concluído,2020-06-29T15:49:28.220-0300,3673677,2020-06-29T19:47:20.030-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-356,Concluído,2020-06-29T15:49:28.220-0300,3673912,2020-06-29T20:28:57.749-0300,QA,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-356,Concluído,2020-06-29T15:49:28.220-0300,3675316,2020-06-30T09:09:11.691-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-356,Concluído,2020-06-29T15:49:28.220-0300,3675320,2020-06-30T09:10:19.597-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-355,Concluído,2020-06-29T14:40:46.832-0300,3672477,2020-06-29T17:57:57.404-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-355,Concluído,2020-06-29T14:40:46.832-0300,3672478,2020-06-29T17:58:09.655-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-354,Concluído,2020-06-29T14:07:44.572-0300,3670981,2020-06-29T15:41:21.045-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-354,Concluído,2020-06-29T14:07:44.572-0300,3670982,2020-06-29T15:41:24.901-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-353,Concluído,2020-06-29T08:53:35.777-0300,3687065,2020-06-30T18:40:07.307-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-353,Concluído,2020-06-29T08:53:35.777-0300,3687804,2020-06-30T19:21:06.225-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-353,Concluído,2020-06-29T08:53:35.777-0300,3722045,2020-07-03T13:57:01.195-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-353,Concluído,2020-06-29T08:53:35.777-0300,3722046,2020-07-03T13:57:03.764-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-352,Concluído,2020-06-28T12:50:51.372-0300,3679581,2020-06-30T13:08:54.938-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-352,Concluído,2020-06-28T12:50:51.372-0300,3680026,2020-06-30T13:29:39.723-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
