key,Current_status,Created,historyid,Status_Date,Step_Status,Tostep_Status,Issue_type
RTICSD-107,Concluído,2020-06-05T14:29:41.103-0300,3466639,2020-06-05T14:45:16.175-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-107,Concluído,2020-06-05T14:29:41.103-0300,3470326,2020-06-05T17:48:21.844-0300,Waiting for response,Developers Analysis,Add New Stores to Integrations CPG
RTICSD-107,Concluído,2020-06-05T14:29:41.103-0300,3498668,2020-06-09T18:21:12.218-0300,Developers Analysis,QA,Add New Stores to Integrations CPG
RTICSD-107,Concluído,2020-06-05T14:29:41.103-0300,3498669,2020-06-09T18:21:14.815-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-106,Concluído,2020-06-05T12:32:27.422-0300,3465172,2020-06-05T13:15:06.899-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-106,Concluído,2020-06-05T12:32:27.422-0300,3465174,2020-06-05T13:15:12.298-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-106,Concluído,2020-06-05T12:32:27.422-0300,3470454,2020-06-05T17:56:13.289-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-106,Concluído,2020-06-05T12:32:27.422-0300,3470460,2020-06-05T17:56:16.785-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-105,Concluído,2020-06-05T09:49:13.348-0300,3470333,2020-06-05T17:49:04.007-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-105,Concluído,2020-06-05T09:49:13.348-0300,3472485,2020-06-05T21:09:08.135-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-105,Concluído,2020-06-05T09:49:13.348-0300,3492447,2020-06-09T12:17:14.946-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-105,Concluído,2020-06-05T09:49:13.348-0300,3492453,2020-06-09T12:17:24.678-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-104,Concluído,2020-06-05T09:42:00.409-0300,3469506,2020-06-05T16:50:50.749-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-104,Concluído,2020-06-05T09:42:00.409-0300,3469515,2020-06-05T16:51:38.594-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3461237,2020-06-04T22:11:41.208-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3461317,2020-06-04T22:21:57.263-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3464171,2020-06-05T12:26:48.766-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3473639,2020-06-06T19:34:42.508-0300,QA,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3481494,2020-06-08T15:16:51.313-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3482194,2020-06-08T15:52:28.028-0300,QA,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3489824,2020-06-09T10:20:04.444-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3490593,2020-06-09T11:16:20.721-0300,QA,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3490650,2020-06-09T11:19:37.417-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-103,Concluído,2020-06-04T22:10:38.530-0300,3490711,2020-06-09T11:21:36.369-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3452793,2020-06-04T18:33:04.222-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3460176,2020-06-04T20:21:59.478-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3469465,2020-06-05T16:48:21.804-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3469756,2020-06-05T17:05:01.723-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3473132,2020-06-06T00:22:30.023-0300,Waiting for response,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3484639,2020-06-08T17:43:59.740-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3486376,2020-06-08T19:13:07.246-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3489251,2020-06-09T08:07:04.981-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-102,Concluído,2020-06-04T18:20:51.346-0300,3491969,2020-06-09T11:54:03.035-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-101,Concluído,2020-06-04T18:09:32.251-0300,3459994,2020-06-04T20:01:52.356-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-101,Concluído,2020-06-04T18:09:32.251-0300,3466160,2020-06-05T14:11:17.614-0300,In Progress,QA,Report an Integration Problem - Integrations CPG
RTICSD-101,Concluído,2020-06-04T18:09:32.251-0300,3466925,2020-06-05T15:03:34.422-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3452555,2020-06-04T18:14:25.177-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3452663,2020-06-04T18:20:54.991-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3470243,2020-06-05T17:41:39.287-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3470328,2020-06-05T17:48:49.508-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3492829,2020-06-09T12:37:49.221-0300,Waiting for response,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3500492,2020-06-09T20:21:19.081-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3509404,2020-06-10T15:59:08.886-0300,Waiting for response,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3509405,2020-06-10T15:59:11.453-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3509407,2020-06-10T15:59:17.564-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3509720,2020-06-10T16:24:04.332-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3520538,2020-06-11T14:35:57.210-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-100,Concluído,2020-06-04T18:03:06.501-0300,3521570,2020-06-11T15:52:13.807-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-99,Concluído,2020-06-04T17:15:55.085-0300,3450830,2020-06-04T17:27:02.203-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-99,Concluído,2020-06-04T17:15:55.085-0300,3450921,2020-06-04T17:31:45.294-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-97,Concluído,2020-06-04T16:45:33.857-0300,3458642,2020-06-04T19:04:35.763-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-97,Concluído,2020-06-04T16:45:33.857-0300,3460183,2020-06-04T20:23:43.858-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-97,Concluído,2020-06-04T16:45:33.857-0300,3521578,2020-06-11T15:52:52.376-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-97,Concluído,2020-06-04T16:45:33.857-0300,3542226,2020-06-15T11:59:56.893-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-96,Concluído,2020-06-04T16:37:35.622-0300,3460188,2020-06-04T20:24:10.915-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-96,Concluído,2020-06-04T16:37:35.622-0300,3464536,2020-06-05T12:45:06.449-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-96,Concluído,2020-06-04T16:37:35.622-0300,3466459,2020-06-05T14:30:04.834-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-96,Concluído,2020-06-04T16:37:35.622-0300,3466460,2020-06-05T14:30:08.133-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-95,Concluído,2020-06-04T16:20:56.854-0300,3450973,2020-06-04T17:35:05.326-0300,Backlog,In Progress,Ask a question
RTICSD-95,Concluído,2020-06-04T16:20:56.854-0300,3450974,2020-06-04T17:35:07.398-0300,In Progress,Done,Ask a question
RTICSD-94,Concluído,2020-06-04T13:41:34.767-0300,3447890,2020-06-04T13:57:04.458-0300,Backlog,In Progress,Change Scheduling of Integration  CPG
RTICSD-94,Concluído,2020-06-04T13:41:34.767-0300,3448722,2020-06-04T14:53:54.945-0300,In Progress,Done,Change Scheduling of Integration  CPG
RTICSD-93,Concluído,2020-06-04T13:24:45.965-0300,3449983,2020-06-04T16:33:14.670-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-93,Concluído,2020-06-04T13:24:45.965-0300,3451249,2020-06-04T17:45:28.063-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-93,Concluído,2020-06-04T13:24:45.965-0300,3469509,2020-06-05T16:51:02.133-0300,Waiting for response,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-93,Concluído,2020-06-04T13:24:45.965-0300,3469511,2020-06-05T16:51:10.156-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-93,Concluído,2020-06-04T13:24:45.965-0300,3469512,2020-06-05T16:51:21.210-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-92,Concluído,2020-06-03T20:47:02.058-0300,3442082,2020-06-03T20:50:46.148-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-92,Concluído,2020-06-03T20:47:02.058-0300,3442400,2020-06-03T21:22:23.578-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-92,Concluído,2020-06-03T20:47:02.058-0300,3460091,2020-06-04T20:10:23.129-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-92,Concluído,2020-06-03T20:47:02.058-0300,3460093,2020-06-04T20:10:34.736-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-91,Concluído,2020-06-03T20:45:27.847-0300,3444975,2020-06-04T11:15:20.748-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-91,Concluído,2020-06-03T20:45:27.847-0300,3447223,2020-06-04T13:15:16.739-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-91,Concluído,2020-06-03T20:45:27.847-0300,3471346,2020-06-05T19:09:11.108-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-91,Concluído,2020-06-03T20:45:27.847-0300,3471348,2020-06-05T19:09:13.487-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-90,Concluído,2020-06-03T20:27:39.045-0300,3450996,2020-06-04T17:35:58.078-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-90,Concluído,2020-06-03T20:27:39.045-0300,3452904,2020-06-04T18:45:32.678-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-90,Concluído,2020-06-03T20:27:39.045-0300,3463077,2020-06-05T11:06:36.093-0300,Developers Analysis,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-90,Concluído,2020-06-03T20:27:39.045-0300,3486119,2020-06-08T18:55:19.979-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-90,Concluído,2020-06-03T20:27:39.045-0300,3486120,2020-06-08T18:55:22.321-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-89,Concluído,2020-06-03T19:26:01.605-0300,3441648,2020-06-03T20:03:34.064-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-89,Concluído,2020-06-03T19:26:01.605-0300,3441692,2020-06-03T20:08:14.971-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-88,Concluído,2020-06-03T18:15:10.692-0300,3440290,2020-06-03T18:19:43.607-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-88,Concluído,2020-06-03T18:15:10.692-0300,3440537,2020-06-03T18:35:05.891-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3439996,2020-06-03T18:02:04.732-0300,Backlog,In Progress,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3439997,2020-06-03T18:02:09.452-0300,In Progress,Developers Analysis,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3447571,2020-06-04T13:41:22.403-0300,Developers Analysis,QA,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3469323,2020-06-05T16:36:49.396-0300,QA,Waiting for response,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3473627,2020-06-06T19:13:28.233-0300,Waiting for response,QA,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3473634,2020-06-06T19:28:06.456-0300,QA,Waiting for response,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3479381,2020-06-08T13:12:14.390-0300,Waiting for response,Developers Analysis,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3484633,2020-06-08T17:43:28.399-0300,Developers Analysis,QA,Add New Store Type for Integration - Integration CPG
RTICSD-86,Concluído,2020-06-03T18:01:46.528-0300,3484634,2020-06-08T17:43:36.517-0300,QA,Done,Add New Store Type for Integration - Integration CPG
RTICSD-85,Concluído,2020-06-03T17:43:19.999-0300,3439777,2020-06-03T17:48:48.409-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-85,Concluído,2020-06-03T17:43:19.999-0300,3440014,2020-06-03T18:02:59.388-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-85,Concluído,2020-06-03T17:43:19.999-0300,3464528,2020-06-05T12:44:30.798-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-84,Concluído,2020-06-03T15:28:42.419-0300,3437954,2020-06-03T15:59:34.077-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-84,Concluído,2020-06-03T15:28:42.419-0300,3437959,2020-06-03T16:00:03.074-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-83,Concluído,2020-06-03T13:09:05.557-0300,3435178,2020-06-03T13:09:13.687-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-83,Concluído,2020-06-03T13:09:05.557-0300,3436009,2020-06-03T13:52:42.403-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-83,Concluído,2020-06-03T13:09:05.557-0300,3439967,2020-06-03T18:00:08.817-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-83,Concluído,2020-06-03T13:09:05.557-0300,3439968,2020-06-03T18:00:12.425-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-82,Concluído,2020-06-03T12:44:13.036-0300,3437754,2020-06-03T15:39:47.488-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-82,Concluído,2020-06-03T12:44:13.036-0300,3438311,2020-06-03T16:28:27.445-0300,In Progress,Done,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3438800,2020-06-03T16:55:29.514-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3439640,2020-06-03T17:41:44.131-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3450016,2020-06-04T16:35:17.414-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3467329,2020-06-05T15:32:10.216-0300,QA,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3472912,2020-06-05T22:50:37.036-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3473738,2020-06-06T22:01:37.664-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3480195,2020-06-08T14:08:56.642-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-81,Concluído,2020-06-03T09:14:34.720-0300,3480199,2020-06-08T14:09:09.485-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-80,Concluído,2020-06-02T20:42:56.494-0300,3437008,2020-06-03T14:43:54.887-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-80,Concluído,2020-06-02T20:42:56.494-0300,3438655,2020-06-03T16:46:37.724-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-80,Concluído,2020-06-02T20:42:56.494-0300,3450244,2020-06-04T16:53:27.813-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-79,Concluído,2020-06-02T19:09:38.962-0300,3428995,2020-06-02T19:22:15.999-0300,Backlog,In Progress,Change Scheduling of Integration  CPG
RTICSD-79,Concluído,2020-06-02T19:09:38.962-0300,3429050,2020-06-02T19:25:59.398-0300,In Progress,QA,Change Scheduling of Integration  CPG
RTICSD-79,Concluído,2020-06-02T19:09:38.962-0300,3433990,2020-06-03T11:55:59.085-0300,QA,Done,Change Scheduling of Integration  CPG
RTICSD-78,Concluído,2020-06-02T19:06:39.863-0300,3429101,2020-06-02T19:29:23.929-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-78,Concluído,2020-06-02T19:06:39.863-0300,3429145,2020-06-02T19:33:45.736-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-76,Concluído,2020-06-02T16:18:05.270-0300,3426961,2020-06-02T17:04:02.456-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-76,Concluído,2020-06-02T16:18:05.270-0300,3428562,2020-06-02T18:51:29.485-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-76,Concluído,2020-06-02T16:18:05.270-0300,3434037,2020-06-03T11:59:50.994-0300,Waiting for response,Developers Analysis,Add New Stores to Integrations CPG
RTICSD-76,Concluído,2020-06-02T16:18:05.270-0300,3436857,2020-06-03T14:36:20.316-0300,Developers Analysis,QA,Add New Stores to Integrations CPG
RTICSD-76,Concluído,2020-06-02T16:18:05.270-0300,3436859,2020-06-03T14:36:23.575-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-75,Concluído,2020-06-02T15:47:10.802-0300,3425915,2020-06-02T15:48:57.273-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-75,Concluído,2020-06-02T15:47:10.802-0300,3435698,2020-06-03T13:36:11.168-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-75,Concluído,2020-06-02T15:47:10.802-0300,3452353,2020-06-04T18:04:23.997-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-75,Concluído,2020-06-02T15:47:10.802-0300,3452370,2020-06-04T18:05:39.915-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-74,Concluído,2020-06-02T15:21:09.343-0300,3425645,2020-06-02T15:29:33.013-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-74,Concluído,2020-06-02T15:21:09.343-0300,3429307,2020-06-02T19:45:39.736-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-74,Concluído,2020-06-02T15:21:09.343-0300,3434545,2020-06-03T12:27:45.952-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-74,Concluído,2020-06-02T15:21:09.343-0300,3435931,2020-06-03T13:48:59.792-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-73,Concluído,2020-06-02T14:49:34.396-0300,3425156,2020-06-02T14:57:20.948-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-73,Concluído,2020-06-02T14:49:34.396-0300,3435233,2020-06-03T13:12:09.995-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-72,Concluído,2020-06-02T14:25:56.928-0300,3425154,2020-06-02T14:57:17.899-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-72,Concluído,2020-06-02T14:25:56.928-0300,3428605,2020-06-02T18:55:34.118-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-72,Concluído,2020-06-02T14:25:56.928-0300,3451563,2020-06-04T18:00:50.648-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-71,Concluído,2020-06-02T14:10:26.034-0300,3424521,2020-06-02T14:14:29.322-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-71,Concluído,2020-06-02T14:10:26.034-0300,3428600,2020-06-02T18:55:27.760-0300,In Progress,QA,Add New Stores to Integrations CPG
RTICSD-71,Concluído,2020-06-02T14:10:26.034-0300,3434815,2020-06-03T12:45:58.745-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-70,Concluído,2020-06-02T13:59:24.643-0300,3426548,2020-06-02T16:37:29.508-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-70,Concluído,2020-06-02T13:59:24.643-0300,3430195,2020-06-02T20:58:54.930-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-69,Concluído,2020-06-02T13:32:00.910-0300,3425279,2020-06-02T15:07:37.011-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-69,Concluído,2020-06-02T13:32:00.910-0300,3426532,2020-06-02T16:36:23.862-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-68,Concluído,2020-06-02T13:13:38.248-0300,3423639,2020-06-02T13:20:47.089-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-68,Concluído,2020-06-02T13:13:38.248-0300,3424023,2020-06-02T13:42:06.243-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-68,Concluído,2020-06-02T13:13:38.248-0300,3452787,2020-06-04T18:32:36.291-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-68,Concluído,2020-06-02T13:13:38.248-0300,3452790,2020-06-04T18:32:39.595-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-67,Concluído,2020-06-02T11:15:23.648-0300,3421219,2020-06-02T11:22:10.565-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-67,Concluído,2020-06-02T11:15:23.648-0300,3421630,2020-06-02T11:42:46.332-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-67,Concluído,2020-06-02T11:15:23.648-0300,3425666,2020-06-02T15:32:03.792-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-67,Concluído,2020-06-02T11:15:23.648-0300,3425678,2020-06-02T15:32:20.660-0300,QA,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-67,Concluído,2020-06-02T11:15:23.648-0300,3426127,2020-06-02T16:01:26.372-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-67,Concluído,2020-06-02T11:15:23.648-0300,3426128,2020-06-02T16:01:29.712-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-66,Concluído,2020-06-02T11:00:46.179-0300,3423551,2020-06-02T13:14:43.225-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-66,Concluído,2020-06-02T11:00:46.179-0300,3423885,2020-06-02T13:35:07.245-0300,In Progress,Waiting for response,Report an Integration Problem - Integrations CPG
RTICSD-66,Concluído,2020-06-02T11:00:46.179-0300,3424975,2020-06-02T14:45:14.151-0300,Waiting for response,QA,Report an Integration Problem - Integrations CPG
RTICSD-66,Concluído,2020-06-02T11:00:46.179-0300,3424977,2020-06-02T14:45:25.273-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-64,Concluído,2020-06-02T08:54:55.692-0300,3420001,2020-06-02T10:06:07.051-0300,Backlog,In Progress,Report an Integration Problem - Integrations CPG
RTICSD-64,Concluído,2020-06-02T08:54:55.692-0300,3420221,2020-06-02T10:26:20.376-0300,In Progress,Developers Analysis,Report an Integration Problem - Integrations CPG
RTICSD-64,Concluído,2020-06-02T08:54:55.692-0300,3663512,2020-06-26T20:30:29.549-0300,Developers Analysis,QA,Report an Integration Problem - Integrations CPG
RTICSD-64,Concluído,2020-06-02T08:54:55.692-0300,3663513,2020-06-26T20:30:31.526-0300,QA,Done,Report an Integration Problem - Integrations CPG
RTICSD-62,Concluído,2020-06-01T21:40:39.935-0300,3418627,2020-06-01T21:45:24.821-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-62,Concluído,2020-06-01T21:40:39.935-0300,3418663,2020-06-01T21:52:09.490-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-62,Concluído,2020-06-01T21:40:39.935-0300,3421460,2020-06-02T11:33:38.119-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-62,Concluído,2020-06-01T21:40:39.935-0300,3421462,2020-06-02T11:33:52.237-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-61,Concluído,2020-06-01T19:58:09.138-0300,3418311,2020-06-01T21:11:27.750-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-61,Concluído,2020-06-01T19:58:09.138-0300,3426783,2020-06-02T16:52:43.141-0300,In Progress,Waiting for response,Add New Stores to Integrations CPG
RTICSD-61,Concluído,2020-06-01T19:58:09.138-0300,3466137,2020-06-05T14:09:19.701-0300,Waiting for response,QA,Add New Stores to Integrations CPG
RTICSD-61,Concluído,2020-06-01T19:58:09.138-0300,3466139,2020-06-05T14:09:22.949-0300,QA,Done,Add New Stores to Integrations CPG
RTICSD-60,Concluído,2020-06-01T19:57:18.040-0300,3418310,2020-06-01T21:11:24.449-0300,Backlog,In Progress,Add New Stores to Integrations CPG
RTICSD-60,Concluído,2020-06-01T19:57:18.040-0300,3426460,2020-06-02T16:29:20.963-0300,In Progress,Done,Add New Stores to Integrations CPG
RTICSD-59,Concluído,2020-06-01T19:54:37.597-0300,3418309,2020-06-01T21:11:21.272-0300,Backlog,In Progress,Add New Stores to Integrations CPG
